i time mag error
0 112.36203565420875 0.0019062066259492476 0.0013087254305484046
1 285.21429192297484 -0.0025502107982070463 0.001962280203709635
2 219.59818254342153 0.0023822773765674182 0.002065178865103172
3 179.59754525911097 -0.00063898453196038 0.0011036470736448538
4 46.80559213273096 -0.002903320566668555 0.0016732085563878412
5 46.798356100860794 0.0015568196939772776 0.0012688293538779486
6 17.42508365045984 -0.003268435400038983 0.0011267499409455355
7 259.85284373248055 0.0008128419283550908 0.0029799204647798904
8 180.33450352296265 0.00015067387734817505 0.0016447076899494461
9 212.42177333881364 0.0017104343194470698 0.0026197488917092697
10 6.175348288740734 0.0020568369473989876 0.0015092813095275276
11 290.9729556485983 0.0019012306971549124 0.0023630054444478583
12 249.7327922401265 -0.003889155219348822 0.0025204557197793733
13 63.701733203482846 -0.0022806115020744654 0.0021912774812156885
14 54.54749016213019 0.0010278915641352996 0.0019431523771003168
15 55.02135295603014 -0.0014407224431929053 0.001823681828294537
16 91.27267288786132 0.002019633126500351 0.0016977365330859908
17 157.42692948967135 -0.0011375708108232116 0.0028590582884956517
18 129.58350559263474 -0.004453339148919889 0.0026612388155754585
19 87.36874205941257 3.367974679265029e-06 0.002930053821333025
20 183.55586841671385 0.002275039190773117 0.0012485944469710895
21 41.84815819561255 0.001146653696408776 0.0024617349504072886
22 87.64339456056544 -0.004839210007108574 0.0028766809136420756
23 109.90855298810752 -0.0015351754025373114 0.0013624661323313203
24 136.82099526511078 0.0036001907085987093 0.001132992534733555
25 235.55278841790408 -0.003387899099136297 0.002482241298580118
26 59.90213464750792 0.00028237460627621104 0.0021489462263598238
27 154.27033152408347 0.003050866962823532 0.002683657553516544
28 177.72437065861274 -0.0033772379922089074 0.001279544753252579
29 13.935123815999317 -0.0005238634771041219 0.0025905346237197805
30 182.26345557043152 -0.005009820747768591 0.001403254640095489
31 51.15723710618746 -0.0029970340408339564 0.001327311885731409
32 19.515477895583857 -0.0025027723543582653 0.001328531595861986
33 284.66566117599996 -0.00076036536096197 0.0026291494404627642
34 289.6896099223678 0.0016092850746991935 0.0023303944413924004
35 242.51920443493833 -0.000863921663884909 0.0020461308495382385
36 91.3841307520112 -0.0027490395069477507 0.001717660968247005
37 29.30163420191516 -0.001362566858831851 0.0027544010816262167
38 205.26990795364708 0.001382706967533402 0.0017848902148452708
39 132.0457481218804 -0.002585268927361725 0.002633198878943154
40 36.61147045343365 0.004204939330466945 0.001878269817140437
41 148.55307303338105 0.001992730289214909 0.0017538888588498152
42 10.316556334565519 -0.0002860538309098473 0.0019253595713392129
43 272.79612062363464 0.002119409320657153 0.0016027557483282843
44 77.63399448000507 -0.0014272779566231778 0.0024952187603525023
45 198.75668530619458 0.00018376806166209465 0.002005440780184958
46 93.51332282682328 -0.0018586442535232061 0.0014644253902936348
47 156.02040635334325 -0.0006424981024747561 0.0027991491465491373
48 164.01308380298389 0.00030921950222880586 0.0017677824427464227
49 55.45633665765811 -0.0006569518597457117 0.002087105722227977
50 290.8753883293676 0.003935145712425678 0.002812944221929094
51 232.53984700833436 -0.0004912813445178748 0.002248475991827984
52 281.8496824692567 0.003356308550772178 0.001233796081416728
53 268.44820512829466 -0.0019305945040157691 0.0028796642472269504
54 179.36999364332553 -0.0021390635789213636 0.0022554161061428355
55 276.562270506935 0.0031384857739291646 0.0016698112293141722
56 26.54775061557585 0.0025395220108357995 0.0012785441453267744
57 58.79485872574356 -4.384886533225548e-05 0.002588050378540592
58 13.56818667316142 -0.0023705317481814057 0.002240145511857027
59 97.5990992289793 -0.0028898562303965878 0.002066922183952643
60 116.6031869068446 0.0007171005560246205 0.0027877851661019153
61 81.40470953216877 -0.00021184439754730702 0.0025771944224490615
62 248.6212527455788 0.0025706719558417335 0.0013033497594655023
